[reactor-http-nio-2] 07:58:758 HttpServerOperations: [4cd4fab3, L:/127.0.0.1:8081 - R:/127.0.0.1:54211] New http connection, requesting read
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=9, location=Location(longitude=40.740824, latitude=-73.987988))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=10, location=Location(longitude=40.740956, latitude=-73.987928)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=10, location=Location(longitude=40.740956, latitude=-73.987928))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=11, location=Location(longitude=40.740832, latitude=-73.988092)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=11, location=Location(longitude=40.740832, latitude=-73.988092))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=13, location=Location(longitude=40.740912, latitude=-73.988068)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=13, location=Location(longitude=40.740912, latitude=-73.988068))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=14, location=Location(longitude=40.740840, latitude=-73.988016)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=14, location=Location(longitude=40.740840, latitude=-73.988016))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=12, location=Location(longitude=40.740984, latitude=-73.988040)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=12, location=Location(longitude=40.740984, latitude=-73.988040))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=17, location=Location(longitude=40.740860, latitude=-73.988096)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=17, location=Location(longitude=40.740860, latitude=-73.988096))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=15, location=Location(longitude=40.740856, latitude=-73.987936)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=15, location=Location(longitude=40.740856, latitude=-73.987936))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=16, location=Location(longitude=40.740816, latitude=-73.988044)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=16, location=Location(longitude=40.740816, latitude=-73.988044))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=18, location=Location(longitude=40.740828, latitude=-73.987912)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=18, location=Location(longitude=40.740828, latitude=-73.987912))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=19, location=Location(longitude=40.740804, latitude=-73.988040)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=19, location=Location(longitude=40.740804, latitude=-73.988040))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=20, location=Location(longitude=40.740972, latitude=-73.987928)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=20, location=Location(longitude=40.740972, latitude=-73.987928))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=21, location=Location(longitude=40.740992, latitude=-73.988000)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=21, location=Location(longitude=40.740992, latitude=-73.988000))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=22, location=Location(longitude=40.740836, latitude=-73.988048)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=22, location=Location(longitude=40.740836, latitude=-73.988048))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=23, location=Location(longitude=40.740876, latitude=-73.988068)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=23, location=Location(longitude=40.740876, latitude=-73.988068))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=24, location=Location(longitude=40.740872, latitude=-73.987924)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=24, location=Location(longitude=40.740872, latitude=-73.987924))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=25, location=Location(longitude=40.740904, latitude=-73.987924)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=25, location=Location(longitude=40.740904, latitude=-73.987924))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=26, location=Location(longitude=40.740848, latitude=-73.987928)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=26, location=Location(longitude=40.740848, latitude=-73.987928))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=27, location=Location(longitude=40.740932, latitude=-73.988012)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=27, location=Location(longitude=40.740932, latitude=-73.988012))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=28, location=Location(longitude=40.740812, latitude=-73.988008)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=28, location=Location(longitude=40.740812, latitude=-73.988008))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=29, location=Location(longitude=40.740868, latitude=-73.987976)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=29, location=Location(longitude=40.740868, latitude=-73.987976))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=30, location=Location(longitude=40.740836, latitude=-73.987916)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=30, location=Location(longitude=40.740836, latitude=-73.987916))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=31, location=Location(longitude=40.740952, latitude=-73.987916)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=31, location=Location(longitude=40.740952, latitude=-73.987916))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=32, location=Location(longitude=40.740880, latitude=-73.988072)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=32, location=Location(longitude=40.740880, latitude=-73.988072))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=33, location=Location(longitude=40.740904, latitude=-73.987904)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=33, location=Location(longitude=40.740904, latitude=-73.987904))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=34, location=Location(longitude=40.740960, latitude=-73.987980)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=34, location=Location(longitude=40.740960, latitude=-73.987980))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=35, location=Location(longitude=40.740884, latitude=-73.987912)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=35, location=Location(longitude=40.740884, latitude=-73.987912))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=36, location=Location(longitude=40.740992, latitude=-73.987944)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=36, location=Location(longitude=40.740992, latitude=-73.987944))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=5, location=Location(longitude=40.740868, latitude=-73.988044)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=5, location=Location(longitude=40.740868, latitude=-73.988044))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=37, location=Location(longitude=40.740988, latitude=-73.988072)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=37, location=Location(longitude=40.740988, latitude=-73.988072))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=38, location=Location(longitude=40.740816, latitude=-73.987976)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=38, location=Location(longitude=40.740816, latitude=-73.987976))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=40, location=Location(longitude=40.740936, latitude=-73.987932)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=40, location=Location(longitude=40.740936, latitude=-73.987932))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=42, location=Location(longitude=40.740852, latitude=-73.987968)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=42, location=Location(longitude=40.740852, latitude=-73.987968))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=41, location=Location(longitude=40.740908, latitude=-73.987988)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=41, location=Location(longitude=40.740908, latitude=-73.987988))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=43, location=Location(longitude=40.740932, latitude=-73.988068)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=43, location=Location(longitude=40.740932, latitude=-73.988068))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=44, location=Location(longitude=40.740832, latitude=-73.987976)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=44, location=Location(longitude=40.740832, latitude=-73.987976))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=45, location=Location(longitude=40.740904, latitude=-73.987924)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=45, location=Location(longitude=40.740904, latitude=-73.987924))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=4, location=Location(longitude=40.740968, latitude=-73.988012)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=4, location=Location(longitude=40.740968, latitude=-73.988012))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=46, location=Location(longitude=40.740944, latitude=-73.987964)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=46, location=Location(longitude=40.740944, latitude=-73.987964))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=48, location=Location(longitude=40.740872, latitude=-73.988036)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=48, location=Location(longitude=40.740872, latitude=-73.988036))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=51, location=Location(longitude=40.740988, latitude=-73.988072)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=51, location=Location(longitude=40.740988, latitude=-73.988072))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=50, location=Location(longitude=40.740960, latitude=-73.987992)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=50, location=Location(longitude=40.740960, latitude=-73.987992))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=49, location=Location(longitude=40.740856, latitude=-73.987960)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=49, location=Location(longitude=40.740856, latitude=-73.987960))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=52, location=Location(longitude=40.740960, latitude=-73.988000)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=52, location=Location(longitude=40.740960, latitude=-73.988000))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=53, location=Location(longitude=40.740856, latitude=-73.988068)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=53, location=Location(longitude=40.740856, latitude=-73.988068))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=54, location=Location(longitude=40.740928, latitude=-73.987904)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=54, location=Location(longitude=40.740928, latitude=-73.987904))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=55, location=Location(longitude=40.740816, latitude=-73.987988)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=55, location=Location(longitude=40.740816, latitude=-73.987988))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=56, location=Location(longitude=40.740968, latitude=-73.988028)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=56, location=Location(longitude=40.740968, latitude=-73.988028))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=57, location=Location(longitude=40.740956, latitude=-73.988036)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=57, location=Location(longitude=40.740956, latitude=-73.988036))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=59, location=Location(longitude=40.740932, latitude=-73.988032)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=59, location=Location(longitude=40.740932, latitude=-73.988032))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=60, location=Location(longitude=40.740896, latitude=-73.987940)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=60, location=Location(longitude=40.740896, latitude=-73.987940))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=58, location=Location(longitude=40.740896, latitude=-73.988092)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=58, location=Location(longitude=40.740896, latitude=-73.988092))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=63, location=Location(longitude=40.740980, latitude=-73.987904)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=63, location=Location(longitude=40.740980, latitude=-73.987904))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=61, location=Location(longitude=40.740880, latitude=-73.988076)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=61, location=Location(longitude=40.740880, latitude=-73.988076))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=62, location=Location(longitude=40.740972, latitude=-73.988092)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=62, location=Location(longitude=40.740972, latitude=-73.988092))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=64, location=Location(longitude=40.740848, latitude=-73.987984)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=64, location=Location(longitude=40.740848, latitude=-73.987984))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=65, location=Location(longitude=40.740944, latitude=-73.987940)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=65, location=Location(longitude=40.740944, latitude=-73.987940))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=66, location=Location(longitude=40.740960, latitude=-73.987972)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=66, location=Location(longitude=40.740960, latitude=-73.987972))]
[reactor-http-nio-2] 08:00:80 1: request(64)
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=68, location=Location(longitude=40.740948, latitude=-73.987920)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=68, location=Location(longitude=40.740948, latitude=-73.987920))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=67, location=Location(longitude=40.740880, latitude=-73.988012)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=67, location=Location(longitude=40.740880, latitude=-73.988012))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=69, location=Location(longitude=40.740884, latitude=-73.987924)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=69, location=Location(longitude=40.740884, latitude=-73.987924))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=70, location=Location(longitude=40.740880, latitude=-73.987904)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=70, location=Location(longitude=40.740880, latitude=-73.987904))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=71, location=Location(longitude=40.740812, latitude=-73.987904)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=71, location=Location(longitude=40.740812, latitude=-73.987904))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=72, location=Location(longitude=40.740904, latitude=-73.988092)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=72, location=Location(longitude=40.740904, latitude=-73.988092))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=75, location=Location(longitude=40.740984, latitude=-73.988096)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=75, location=Location(longitude=40.740984, latitude=-73.988096))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=73, location=Location(longitude=40.740860, latitude=-73.987972)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=73, location=Location(longitude=40.740860, latitude=-73.987972))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=74, location=Location(longitude=40.740916, latitude=-73.987924)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=74, location=Location(longitude=40.740916, latitude=-73.987924))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=76, location=Location(longitude=40.740984, latitude=-73.987984)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=76, location=Location(longitude=40.740984, latitude=-73.987984))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=78, location=Location(longitude=40.740804, latitude=-73.988004)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=78, location=Location(longitude=40.740804, latitude=-73.988004))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=80, location=Location(longitude=40.740916, latitude=-73.988048)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=80, location=Location(longitude=40.740916, latitude=-73.988048))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=77, location=Location(longitude=40.740932, latitude=-73.987912)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=77, location=Location(longitude=40.740932, latitude=-73.987912))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=79, location=Location(longitude=40.740976, latitude=-73.987944)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=79, location=Location(longitude=40.740976, latitude=-73.987944))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=81, location=Location(longitude=40.740964, latitude=-73.987908)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=81, location=Location(longitude=40.740964, latitude=-73.987908))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=82, location=Location(longitude=40.740976, latitude=-73.988012)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=82, location=Location(longitude=40.740976, latitude=-73.988012))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=83, location=Location(longitude=40.740916, latitude=-73.987936)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=83, location=Location(longitude=40.740916, latitude=-73.987936))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=84, location=Location(longitude=40.740812, latitude=-73.988028)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=84, location=Location(longitude=40.740812, latitude=-73.988028))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=85, location=Location(longitude=40.740980, latitude=-73.987916)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=85, location=Location(longitude=40.740980, latitude=-73.987916))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=86, location=Location(longitude=40.740864, latitude=-73.988008)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=86, location=Location(longitude=40.740864, latitude=-73.988008))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=88, location=Location(longitude=40.740856, latitude=-73.987932)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=88, location=Location(longitude=40.740856, latitude=-73.987932))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=87, location=Location(longitude=40.740864, latitude=-73.988004)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=87, location=Location(longitude=40.740864, latitude=-73.988004))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=89, location=Location(longitude=40.740924, latitude=-73.988052)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=89, location=Location(longitude=40.740924, latitude=-73.988052))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=90, location=Location(longitude=40.740904, latitude=-73.987976)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=90, location=Location(longitude=40.740904, latitude=-73.987976))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=91, location=Location(longitude=40.740892, latitude=-73.988064)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=91, location=Location(longitude=40.740892, latitude=-73.988064))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=93, location=Location(longitude=40.740804, latitude=-73.987936)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=93, location=Location(longitude=40.740804, latitude=-73.987936))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=92, location=Location(longitude=40.740876, latitude=-73.988028)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=92, location=Location(longitude=40.740876, latitude=-73.988028))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=94, location=Location(longitude=40.740820, latitude=-73.988016)))
[nioEventLoopGroup-3-9] 08:00:80 HttpLogging: [4cd4fab3-1] Encoding [Car(id=94, location=Location(longitude=40.740820, latitude=-73.988016))]
[nioEventLoopGroup-3-9] 08:00:80 1: onNext(Car(id=96, location=Location(longitude=40.740848, latitude=-73.987916)))
